Text,Label,Source,Sentiment,Predicted_Sentiment,Sentiment_Score
The phone gets EXTREMELY HOT!,0,Amazon,Negative,Neutral,0.0
"The microphone also works well, but (according to people I have called) it applifies everything.",1,Amazon,Positive,Positive,0.1406
Nice design and quality.,1,Amazon,Positive,Positive,0.4215
"Also, if your phone is dropped, this case is not going to save it, specially when dropped face down.",0,Amazon,Negative,Negative,-0.3875
"It is light, easy to use, and has very clear reception and transmission.",1,Amazon,Positive,Positive,0.6997
"bad fit, way too big.",0,Amazon,Negative,Negative,-0.25
It definitely was not as good as my S11.,1,Amazon,Positive,Positive,0.0757
awesome device.,1,Amazon,Positive,Positive,0.6249
Waste of money.,0,Amazon,Negative,Negative,-0.4215
"I had ordered a motorola data cable, got a very well finished and working product.",1,Amazon,Positive,Positive,0.3384
Love This Phone.,1,Amazon,Positive,Positive,0.6369
I was looking for this headset for a long time and now that I've got it I couldn't be happier.,1,Amazon,Positive,Negative,-0.4168
"I'll be drivng along, and my headset starts ringing for no reason.",0,Amazon,Negative,Negative,-0.296
Display is excellent and camera is as good as any from that year.,1,Amazon,Positive,Positive,0.765
Battery life is also great!,1,Amazon,Positive,Positive,0.6588
The worst phone I've ever had.... Only had it for a few months.,0,Amazon,Negative,Negative,-0.6249
Not a good item.. It worked for a while then started having problems in my auto reverse tape player.,0,Amazon,Negative,Negative,-0.6256
This is so embarassing and also my ears hurt if I try to push the ear plug into my ear.,0,Amazon,Negative,Negative,-0.5267
Protects the phone on all sides.,1,Amazon,Positive,Positive,0.3182
This is a VERY average phone with bad battery life that operates on a weak network.,0,Amazon,Negative,Negative,-0.7506
"Clear Skype Calls, Long Battery Life, Long Range.",1,Amazon,Positive,Positive,0.3818
Soyo technology sucks.,0,Amazon,Negative,Negative,-0.3612
Great Hands Free Device.,1,Amazon,Positive,Positive,0.8126
"you can even take self portraits with the outside (exterior) display, very cool.",1,Amazon,Positive,Positive,0.3804
Same problem as others have mentioned.,0,Amazon,Negative,Negative,-0.4019
After trying many many handsfree gadgets this is the one that finally works well.,1,Amazon,Positive,Positive,0.2732
Magical Help.,1,Amazon,Positive,Positive,0.4019
The worst piece of crap ever along with the Verizon customer service.,0,Amazon,Negative,Negative,-0.7717
Poor sound quality.,0,Amazon,Negative,Negative,-0.4767
The best phone in market :).,1,Amazon,Positive,Positive,0.6369
It worked very well.,1,Amazon,Positive,Positive,0.3384
The company shipped my product very promptly and it works well.,1,Amazon,Positive,Positive,0.2732
Exactly what I wanted.,1,Amazon,Positive,Neutral,0.0
The picture resolution is far below what other comparably-priced phones are offering today.,0,Amazon,Negative,Neutral,0.0
This is a great deal.,1,Amazon,Positive,Positive,0.6249
"Excellent product, I am very satisfied with the purchase.",1,Amazon,Positive,Positive,0.7778
I highly recommend these and encourage people to give them a try.,1,Amazon,Positive,Positive,0.7264
Better than you'd expect.,1,Amazon,Positive,Positive,0.4404
"Using all earpieces, left or right, this thing will not stay on my ear.",0,Amazon,Negative,Neutral,0.0
Great product and price.,1,Amazon,Positive,Positive,0.6249
"Sounds good reasonably priced and effective, Its that simple !",1,Amazon,Positive,Positive,0.7424
Still Waiting...... I'm sure this item would work well.. if I ever recieve it!,0,Amazon,Negative,Positive,0.5707
what a disappointment,0,Amazon,Negative,Negative,-0.5106
Very prompt service.,1,Amazon,Positive,Neutral,0.0
Excellent product for the price.,1,Amazon,Positive,Positive,0.5719
Very pleased with this headset.,1,Amazon,Positive,Positive,0.4927
don't waste your money and time.,0,Amazon,Negative,Positive,0.3252
I especially love the long battery life.,1,Amazon,Positive,Positive,0.6697
"It's so stupid to have to keep buying new chargers, car chargers, cradles, headphones and car kits every time a new phone comes out.",0,Amazon,Negative,Negative,-0.5709
Works great.,1,Amazon,Positive,Positive,0.6249
Plantronics Bluetooth Excelent Buy.,1,Amazon,Positive,Neutral,0.0
I came over from Verizon because cingulair has nicer cell phones.... the first thing I noticed was the really bad service.,0,Amazon,Negative,Negative,-0.2247
I'll be looking for a new earpiece.,0,Amazon,Negative,Neutral,0.0
I highly recommend this device to everyone!,1,Amazon,Positive,Positive,0.474
Jawbone Era is awesome too!,1,Amazon,Positive,Positive,0.6588
We received a WHITE colored battery that goes DEAD after a couple hoursTHe original used to last a week - but still lasts longer than thereplacement,0,Amazon,Negative,Negative,-0.3327
After a year the battery went completely dead on my headset.,0,Amazon,Negative,Negative,-0.6801
"I have used several phone in two years, but this one is the best.",1,Amazon,Positive,Positive,0.7783
An Awesome New Look For Fall 2000!.,1,Amazon,Positive,Positive,0.6588
This is the first phone I've had that has been so cheaply made.,0,Amazon,Negative,Neutral,0.0
"Att is not clear, sound is very distorted and you have to yell when you talk.",0,Amazon,Negative,Negative,-0.6342
The plastic breaks really easy on this clip.,0,Amazon,Negative,Positive,0.4927
Price is good too.,1,Amazon,Positive,Positive,0.4404
Don't make the same mistake I did.,0,Amazon,Negative,Negative,-0.34
Oh and I forgot to also mention the weird color effect it has on your phone.,0,Amazon,Negative,Negative,-0.1779
I'm using it with an iriver SPINN (with case) and it fits fine.,1,Amazon,Positive,Positive,0.2023
Also the area where my unit broke).- I'm not too fond of the magnetic strap.,0,Amazon,Negative,Negative,-0.6377
"Overall, I am psyched to have a phone which has all my appointments and contacts in and gets great reception.",1,Amazon,Positive,Positive,0.6249
"every thing on phone work perfectly, she like it.",1,Amazon,Positive,Positive,0.7717
"Another note about this phone's appearance is that it really looks rather bland, especially in the all black model.",0,Amazon,Negative,Neutral,0.0
IT'S REALLY EASY.,1,Amazon,Positive,Positive,0.4927
My Sanyo has survived dozens of drops on blacktop without ill effect.,1,Amazon,Positive,Positive,0.684
Fantastic earphones.,1,Amazon,Positive,Positive,0.5574
It finds my cell phone right away when I enter the car.,1,Amazon,Positive,Neutral,0.0
Low Quality.,0,Amazon,Negative,Negative,-0.2732
I highly recommend this modest priced cellular phone.,1,Amazon,Positive,Positive,0.4201
But it does get better reception and clarity than any phone I've had before.,1,Amazon,Positive,Positive,0.8126
Warning - Stay away.,0,Amazon,Negative,Negative,-0.34
I wish I could return the unit and get back my money.,0,Amazon,Negative,Positive,0.4019
Awsome Device Works Great!!.,1,Amazon,Positive,Positive,0.6892
I used to talk on it for 1 - 1 1/2 hours and the battery would be literally drained and dying.,0,Amazon,Negative,Negative,-0.3612
"If you don't find it, too bad, as again the unit comes with one earpad only.I would not recommend this to anyone.",0,Amazon,Negative,Negative,-0.6818
Very Displeased.,0,Amazon,Negative,Negative,-0.4927
"I might have gotten a defect, but I would not risk buying it again because of the built quality alone.",0,Amazon,Negative,Negative,-0.2451
They made this case too small and is very difficult to install.,0,Amazon,Negative,Negative,-0.4201
Restored my phone to like new performance.,1,Amazon,Positive,Positive,0.5994
"I would recommend purchasing the Jabra JX-10 series 2 which works flawlessly with my Moto Q, go figure.",1,Amazon,Positive,Positive,0.5106
"I searched the Internet, and found this one to be the best value.",1,Amazon,Positive,Positive,0.765
Does not fit.,0,Amazon,Negative,Negative,-0.2755
Very happy with this product.,1,Amazon,Positive,Positive,0.6115
"The screen size is big, key pad lit well enough, and the camera quality is excellent for a camera phone.",1,Amazon,Positive,Positive,0.7003
There's really nothing bad I can say about this headset.,0,Amazon,Negative,Positive,0.4816
"i'm glad i found this product on amazon it is hard to find, it wasn't high priced.",1,Amazon,Positive,Positive,0.5106
Portable and it works.,1,Amazon,Positive,Neutral,0.0
"My colleague & I now get great reception.A little expensive, but performance is great.",1,Amazon,Positive,Positive,0.8481
I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 20 % left in the morning.,0,Amazon,Negative,Negative,-0.2716
I've also had problems with the phone reading the memory card in which I always turn it on and then off again.,0,Amazon,Negative,Negative,-0.4019
Not good when wearing a hat or sunglasses.,0,Amazon,Negative,Negative,-0.3412
Timely shipment and quality product.,1,Amazon,Positive,Neutral,0.0
Nice solid keyboard.,1,Amazon,Positive,Positive,0.5267
Very well made and fits my Surefire GX2 perfectly.,1,Amazon,Positive,Positive,0.8221
Horrible phone.,0,Amazon,Negative,Negative,-0.5423
BT50 battery junk!.,0,Amazon,Negative,Neutral,0.0
We would recommend these to others.,1,Amazon,Positive,Positive,0.3612
Cant get the software to work with my computer.,0,Amazon,Negative,Neutral,0.0
Disappointed!.,0,Amazon,Negative,Negative,-0.5255
poor voice clarity.,0,Amazon,Negative,Negative,-0.1027
The battery works great!,1,Amazon,Positive,Positive,0.6588
No buyers remorse on this one!.,0,Amazon,Negative,Negative,-0.1724
Very disappointed in AccessoryOne.,0,Amazon,Negative,Negative,-0.5256
I find this inexcusable and so will probably be returning this phone and perhaps changing carriers.,0,Amazon,Negative,Neutral,0.0
"Looks great and is strong.""",1,Amazon,Positive,Positive,0.8126
"I have had TMobile service for 2 or 3 years now, and I am pretty happy with it.",1,Amazon,Positive,Positive,0.7845
The update procedure is difficult and cumbersome.,0,Amazon,Negative,Negative,-0.3612
Disappointment.. I hate anything that goes in my ear.,0,Amazon,Negative,Negative,-0.7906
Great software for Motorolas.,1,Amazon,Positive,Positive,0.6249
The delivery was on time.,1,Amazon,Positive,Neutral,0.0
Very easy to use.,1,Amazon,Positive,Positive,0.4927
"Uncomfortable In the Ear, Don't use with LG VX9900 (EnV).",0,Amazon,Negative,Negative,-0.3818
The volume switch rocketed out of the unit to a destination unknown.,0,Amazon,Negative,Neutral,0.0
"It holds a charge for a long time, is reasonably comfortable under long-wearing conditions and the quality of sound is tremendous.",1,Amazon,Positive,Positive,0.5106
I'd like to return it.,0,Amazon,Negative,Positive,0.3612
The keyboard is really worthwhile in usefulness and is sturdy enough I don't expect any problems.,1,Amazon,Positive,Positive,0.7517
"Verizon's bills, however, are difficult to understand even though their pricing plans are simple.",0,Amazon,Negative,Negative,-0.3612
"After charging overnight, these batteries work great.",1,Amazon,Positive,Positive,0.6249
You won't regret it!,1,Amazon,Positive,Positive,0.3867
I love this phone!.,1,Amazon,Positive,Positive,0.6696
A Disappointment.,0,Amazon,Negative,Negative,-0.5106
Its not user friendly.,0,Amazon,Negative,Negative,-0.3875
Unfortunately the ability to actually know you are receiving a call is a rather important feature and this phone is pitiful in that respect.,0,Amazon,Negative,Positive,0.1531
"Then I exchanged for the same phone, even that had the same problem.",0,Amazon,Negative,Negative,-0.4019
This results in the phone being either stuck at max volume or mute.,0,Amazon,Negative,Negative,-0.25
This PDA rocks.,1,Amazon,Positive,Neutral,0.0
"It is super charged up for use as a small hybrid palmtop/camera/cellphone, and excels in those roles.",1,Amazon,Positive,Positive,0.765
"I would definitely recommend the Jabra BT250v for those who are looking for comfort, clarity and a great price!",1,Amazon,Positive,Positive,0.9299
I had Verizon 2 years ago and really liked their service.,1,Amazon,Positive,Positive,0.4754
Pretty piece of junk.,0,Amazon,Negative,Positive,0.4939
Plug was the wrong size.,0,Amazon,Negative,Negative,-0.4767
Works as described.,1,Amazon,Positive,Neutral,0.0
Save your money.... I've had this item for 11 months now.,0,Amazon,Negative,Positive,0.4939
Bad Purchase.,0,Amazon,Negative,Negative,-0.5423
WELL IM SATISFIED.,1,Amazon,Positive,Positive,0.5994
"The bose noise cancelling is amazing, which is very important for a NYC commuter.",1,Amazon,Positive,Positive,0.624
This battery is an excellent bargain!,1,Amazon,Positive,Positive,0.6996
Defective crap.,0,Amazon,Negative,Negative,-0.6705
I would have given no star if I was able.,0,Amazon,Negative,Negative,-0.296
I wear glasses and it fits fine with them.,1,Amazon,Positive,Positive,0.2023
"The sound quality for the device is unacceptable.Unless you are in a really quiet area, you almost hear nothing.",0,Amazon,Negative,Neutral,0.0
I would not recommend this item to anyone.,0,Amazon,Negative,Negative,-0.2755
The holster that arrived did not match the photo in the ad.,0,Amazon,Negative,Neutral,0.0
great...no problems at all!.,1,Amazon,Positive,Negative,-0.4574
